group,bin,r_nm,mean_density_mg_ml,sd_density_mg_ml,fit_density_mg_ml,rho_dense_fit_mg_ml,rho_dilute_fit_mg_ml,deltaG_fit_kj_mol
$\text{IDP}_{50}$,45,13.445409336090085,5.115494561532151,0.613788459237849,5.550283024521548,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,46,13.740912837982176,3.9640966435355787,0.4896570311784739,4.347502196904031,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,47,14.036416339874268,3.077364906847972,0.3838446996784485,3.406946761157485,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,48,14.331919841766355,2.400913186951073,0.2971803591281098,2.6721140674155777,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,49,14.627423343658446,1.880322130222399,0.2241871206456849,2.098414100931393,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,50,14.922926845550535,1.4850906702738038,0.17509536498477885,1.6507617009340834,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,51,15.218430347442625,1.183472294974924,0.1444775533622599,1.301613728011091,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,52,15.513933849334716,0.950778263947477,0.12130835515000034,1.0293862898057569,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,53,15.809437351226805,0.7632145950601581,0.10012059067871058,0.817188799020812,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,54,16.104940853118897,0.6209105949225879,0.08943029073149689,0.6518176630402763,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,55,16.400444355010983,0.5108602499014431,0.07863026265590685,0.5229601024505541,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,56,16.695947856903075,0.4210023858829044,0.07093596433280347,0.42256647998920016,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,57,16.991451358795167,0.35204425050460125,0.06448693552198208,0.34435683927108585,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,58,17.286954860687253,0.29691469903088574,0.05827014842339373,0.28343378115744144,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,59,17.582458362579345,0.2519501633270142,0.054530348518060066,0.23597926178592843,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,60,17.877961864471434,0.2196322051295249,0.052570373692736566,0.19901742164165626,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,61,18.173465366363523,0.18970530526606902,0.049430831597886485,0.17022924847719878,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,62,18.468968868255615,0.16680704655180842,0.047389721228356746,0.14780785662179596,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,63,18.764472370147704,0.14883888043961319,0.045965899582870694,0.1303455488272789,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,64,19.059975872039793,0.13215094098610689,0.04557872954213666,0.11674572151116536,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,65,19.355479373931882,0.11896782045664885,0.04598302167054726,0.10615417318956588,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,66,19.650982875823974,0.10804586247031221,0.04732623164920916,0.09790555744046969,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,67,19.946486377716063,0.10008893879361876,0.0491239253978521,0.09148165053233015,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,68,20.241989879608152,0.09358758707647657,0.04959545983929054,0.08647883242082344,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,69,20.537493381500244,0.08788503288526751,0.049920199073839405,0.0825827503884966,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,70,20.832996883392333,0.08272877099320951,0.05083828852143123,0.07954858088260153,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,71,21.128500385284422,0.07851926908715076,0.05188851676496813,0.07718565382651832,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,72,21.424003887176514,0.07568726271319208,0.05145316887671973,0.07534547596696939,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,73,21.719507389068603,0.07361448996229752,0.05232160290320126,0.0739124022987312,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,74,22.015010890960692,0.06995000680171566,0.05152363700906732,0.07279637034065445,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,75,22.31051439285278,0.0674544844432284,0.05097377021032886,0.0719272412663372,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,76,22.606017894744873,0.06435755937178722,0.04870771002268834,0.07125039262501787,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,77,22.901521396636962,0.06237651331809476,0.047491768335598754,0.07072328589515564,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,78,23.19702489852905,0.06025451867872359,0.04600056266200267,0.0703127932880534,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{IDP}_{50}$,79,23.492528400421143,0.05853925237301285,0.04428024905319768,0.06999311587884449,523.9500121811324,0.06886782753112858,-23.033590768873527
$\text{Hel}_{50}$,0,0.14787444114685058,578.7092941804868,114.25878801586329,620.8066437121605,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,1,0.44362332344055166,592.1875343150265,61.453050511613746,620.1948387058101,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,2,0.7393722057342529,609.3762341807233,28.95470732006084,619.4297367029142,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,3,1.035121088027954,624.5388391031312,18.556954328881336,618.4734617219583,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,4,1.3308699703216553,629.0664807686298,8.753480717274781,617.2790811524753,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,5,1.6266188526153562,621.9721960458559,12.484244834033495,615.788609892508,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,6,1.922367734909057,616.8939733254361,23.138344839441782,613.9306706644131,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,7,2.218116617202759,623.3973575237909,30.51680818199718,611.617807746871,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,8,2.5138654994964598,620.1709761354006,36.621904034629196,608.7434914963428,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,9,2.809614381790161,613.1098384407484,36.43874837758999,605.1789182135419,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,10,3.105363264083862,605.0316739231711,29.631642275584692,600.7698152787311,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,11,3.401112146377563,597.8653739903983,13.849519724346646,595.3336174104593,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,12,3.6968610286712646,592.9737195755228,7.444587003474475,588.6575969283946,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,13,3.9926099109649655,585.0079480050423,19.40261884227158,580.4988110869755,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,14,4.288358793258666,574.034340437507,13.848451627523682,570.5870545667372,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,15,4.584107675552368,562.4479964975568,13.96281006309443,558.6323181228001,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,16,4.879856557846069,548.6144796039134,14.06593014233758,544.3384372580639,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,17,5.175605440139771,531.9186657752912,12.225681685311082,527.4244716434619,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,18,5.471354322433472,514.3514410165584,12.6564312142794,507.6546228424385,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,19,5.767103204727173,493.93848613036147,15.517863380718946,484.87591392121226,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,20,6.0628520870208735,468.5967488425866,16.183266117164628,459.0603266319324,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,21,6.358600969314574,435.8658679625358,14.162938798611808,430.3449406783672,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,22,6.654349851608276,398.15176415555106,14.01004153078229,399.0607923793651,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,23,6.950098733901976,359.604544986411,15.013444304657877,365.740182176046,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,24,7.245847616195678,322.83577356604354,13.434658851880888,331.09452421345895,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,25,7.541596498489381,288.20250115672326,11.190650755967905,295.9610235530289,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,26,7.83734538078308,253.9149897209243,10.168530686233508,261.225029000037,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,27,8.133094263076782,220.80269270469975,9.49292646514335,227.73258638363308,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,28,8.428843145370482,190.01756901567433,8.104055319473492,196.21101163097086,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,29,8.724592027664183,162.23305222614343,5.673747871993657,167.21259876364584,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,30,9.020340909957886,138.34874056348698,3.4983271450029654,141.0892063010825,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,31,9.316089792251585,117.50963322766347,2.7983130755762864,117.9968231015038,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,32,9.611838674545288,98.9454402890555,3.2319793683278313,97.92267462452602,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,33,9.907587556838987,82.70199817338623,3.53830513775521,80.7246672593665,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,34,10.20333643913269,68.75382965250168,3.8672278998400076,66.1736728565933,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,35,10.499085321426392,56.799391593677434,3.8606745104810454,53.991870016817415,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,36,10.794834203720091,46.40972876103979,3.4574904422910455,43.88353178626244,623.2333789740901,0.21483183278798065,-20.548669918728187
$\text{Hel}_{50}$,37,11.090583086013794,37.517026138447314,2.8515310989480613,35.55726560412222,623.2333789740901,0.21483183278798065,-20.548669918728187
