group,bin,r_nm,mean_density_mg_ml,sd_density_mg_ml,curve_density_mg_ml
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,24,7.030971670150757,279.3376982027789,18.831615805896792,268.96744965528154
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,25,7.317950105667114,254.55192876185887,18.99847471131489,244.91473714999037
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,26,7.6049285411834715,229.949733789329,18.86349182076482,221.33489472498474
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,27,7.891906976699829,206.218534437515,18.349701409497975,198.56468203729798
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,28,8.178885412216186,183.4326907195854,17.600300460011894,176.89433247861018
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,29,8.465863847732544,161.80301753049375,16.639566468677593,156.5548027873532
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,30,8.752842283248901,141.6152371887556,15.316703289378454,137.71138860293254
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,31,9.03982071876526,123.10730239687462,14.07708117687109,120.46351584351086
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,32,9.326799154281616,106.31926843087068,12.651446627604535,104.84965800293264
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,33,9.613777589797973,91.32231084116829,11.255558533988133,90.85583982115912
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,34,9.900756025314331,78.09003242173596,9.878431592164668,78.42607985844157
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,35,10.187734460830688,66.55454678859083,8.427976110651986,67.47331234650594
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,36,10.474712896347047,56.57626527835023,7.104287611067223,57.88968437547595
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,37,10.761691331863403,48.048196155006174,5.98594447442195,49.55552706850409
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,38,11.04866976737976,40.73683413217152,5.014726107631319,42.34666284835947
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,39,11.335648202896119,34.54244771327567,4.232989255822225,36.13999053635729
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,40,11.622626638412475,29.30220382075342,3.6086406249061618,30.817475140367833
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,41,11.909605073928834,24.88867280858402,3.0261575700033942,26.268770428339707
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,42,12.19658350944519,21.17665937190556,2.570759282047525,22.392739938605587
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,43,12.483561944961547,18.009113261572946,2.1813162426070902,19.098137415767553
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,44,12.770540380477906,15.382053020254816,1.9014729095584888,16.30367904260953
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,45,13.057518815994262,13.197126584699847,1.6423920256303917,13.937700719784175
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,46,13.34449725151062,11.361105083862896,1.409967706589461,11.937552801537493
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,47,13.631475687026978,9.81423625739752,1.1737110575418024,10.24884713333887
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,48,13.918454122543334,8.533404838698738,0.994188003851209,8.824639286437787
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,49,14.205432558059693,7.473573768552238,0.8937376923137998,7.624603171959961
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,50,14.49241099357605,6.580238866986466,0.8119112257025575,6.614235406289765
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,51,14.779389429092408,5.805118066582832,0.7485495367243803,5.764112094498785
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,52,15.066367864608765,5.149500373888427,0.7282474609282049,5.049210158288531
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,53,15.353346300125121,4.591262187020836,0.6992733256647651,4.448298047349681
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,54,15.64032473564148,4.110548349991242,0.66319654289198,3.9433958390370094
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,55,15.927303171157837,3.703502481692676,0.6279079998339091,3.5193016929887335
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,56,16.214281606674195,3.3544114613874387,0.5872585385425233,3.1631798665212045
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,57,16.50126004219055,3.061036358872812,0.5618223952557029,2.864204618518329
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,58,16.78823847770691,2.8113678444835535,0.5387520536374,2.613254041533594
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,59,17.075216913223265,2.584259946656205,0.5192560308949958,2.4026479523404873
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,60,17.362195348739625,2.3791621614113203,0.5137613441216128,2.2259242906757777
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,61,17.649173784255982,2.1945629990435775,0.5208698442137757,2.0776489212462366
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,62,17.93615221977234,2.0501558138321445,0.5358811088307608,1.9532542359031027
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,63,18.223130655288696,1.9130667868843407,0.5437143532139443,1.8489024661824942
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,64,18.510109090805052,1.7989771556627598,0.5539843831205951,1.7613701131694484
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,65,18.797087526321413,1.7001289644785231,0.5615795612150939,1.6879503656218162
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,66,19.08406596183777,1.6198813267895769,0.5671362344381718,1.6263708001699797
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,67,19.371044397354126,1.5563714113884233,0.572070627212468,1.5747240360536807
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,68,19.658022832870483,1.5092801416704302,0.579642972586821,1.5314093514456886
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,69,19.94500126838684,1.4767944857560484,0.5919709231864478,1.4950835610726472
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,70,20.2319797039032,1.445109781640081,0.6025002268227815,1.4646197088201234
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,71,20.518958139419556,1.4172450707520199,0.6163307461857145,1.4390723480327665
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,72,20.805936574935913,1.3934407388636803,0.6198534717615233,1.4176483701580196
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,73,21.09291501045227,1.3756064362531888,0.6279860124264421,1.3996825029954607
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,74,21.379893445968627,1.359515017943609,0.6332250945367214,1.3846167366230588
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,75,21.666871881484987,1.3455601954872316,0.6413333949670068,1.371983051293455
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,76,21.953850317001343,1.3274649838650772,0.6424478204589531,1.3613889201077995
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,77,22.2408287525177,1.3107671787573192,0.6442187572545883,1.3525051426278196
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,78,22.527807188034057,1.2845452148784526,0.6368016285370276,1.3450556360051564
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,79,22.814785623550414,1.262418638674885,0.6318893030457651,1.3388088696275986
